Second,Rate
0,84.2697
500,84.2697
1000,84.0619
1500,85.6542
2000,87.2093
2500,87.1246
3000,86.8726
3500,86.7052
4000,87.5899
4500,89.1475
5000,89.8204
5500,89.8204
6000,90.4375
6500,91.7605
7000,93.1081
7500,94.3291
8000,95.8003
8500,97.5119
9000,98.7457
9500,98.904
10000,98.3437
10500,98.3075
11000,98.8313
11500,99.0789
12000,98.8157
12500,98.2998
13000,97.7311
13500,97.6471
14000,97.7922
14500,97.2974
15000,96.2042
15500,95.2318
16000,94.9367
16500,95.0867
17000,95.389
17500,95.5414
18000,95.2439
18500,94.9415
19000,95.3557
19500,96.3423
20000,97.1563
20500,97.4026
21000,96.7028
21500,96.5516
22000,97.9837
22500,98.9879
23000,97.6312
23500,95.4064
24000,93.8603
24500,93.0552
25000,94.6012
25500,95.8476
26000,95.7692
26500,95.9236
27000,95.7692
27500,95.9211
28000,95.8501
28500,94.6703
29000,93.0993
29500,91.972
30000,91.7821
30500,91.7911
31000,90.807
31500,89.3196
32000,88.1511
32500,88.7762
33000,90.2265
33500,90.8066
34000,91.2284
34500,92.4238
35000,93.243
35500,92.8472
36000,92.5926
36500,91.7778
37000,91.2974
37500,91.6364
38000,91.2952
38500,91.771
39000,93.2285
39500,93.3199
40000,91.8799
40500,91.2239
41000,92.4055
41500,93.8716
42000,94.5825
42500,94.5594
43000,94.9453
43500,96.2412
44000,96.6879
44500,95.8295
45000,94.7819
45500,93.4731
46000,92.7997
46500,92.963
47000,92.6996
47500,91.9648
48000,91.2417
48500,91.9312
49000,93.9548
49500,95.3044
50000,95.2511
50500,94.5358
51000,93.8093
51500,93.2287
52000,92.2065
52500,92.1588
53000,93.6376
53500,94.899
54000,95.1592
54500,95.2415
55000,95.5414
55500,95.0971
56000,94.528
56500,95.5887
57000,96.4715
57500,96.6158
58000,97.0769
58500,96.8531
59000,96.3947
59500,97.4291
60000,98.1767
60500,97.0148
61000,96.044
61500,95.9581
62000,96.4814
62500,96.5211
63000,95.3629
63500,93.5741
64000,92.077
