Date,Open,High,Low,Close,Volume,Adj Close
2002-08-16,62.50,63.50,61.00,61.240002,6923200,22.870107
2002-08-15,61.00,62.200001,59.00,61.75,13202000,23.060566
2002-08-14,62.099998,62.349998,58.110001,61.349998,18265000,22.911185
2002-08-13,67.699997,67.709999,62.419998,62.470001,12986400,23.329451
2002-08-12,67.900002,68.919998,67.150002,68.449997,3328800,25.562683
2002-08-09,68.00,69.239998,67.800003,68.900002,4010200,25.730737
2002-08-08,67.599998,69.290001,67.059998,68.919998,6480000,25.738205
2002-08-07,65.800003,67.349998,64.82,67.160004,4914000,25.080934
2002-08-06,64.300003,65.949997,64.099998,65.199997,6461200,24.348969
2002-08-05,65.709999,65.709999,62.740002,63.099998,6853600,23.564723
2002-08-02,68.00,68.620003,64.50,65.709999,5937000,24.539429
2002-08-01,69.25,69.25,67.800003,67.949997,4522200,25.375957
2002-07-31,70.199997,70.480003,68.139999,69.50,6428200,25.954807
2002-07-30,70.00,72.059998,69.529999,71.00,8523800,26.514983
2002-07-29,66.300003,70.199997,66.300003,70.099998,5768800,26.178877
2002-07-26,66.25,66.25,64.199997,65.790001,4087000,24.569306
2002-07-25,64.510002,66.00,62.799999,65.50,7426200,24.461005
2002-07-24,61.00,65.139999,59.919998,64.50,8171600,24.087555
2002-07-23,61.00,62.599998,60.299999,61.279999,8042400,22.885044
2002-07-22,61.75,63.150002,58.610001,60.00,8175800,22.407027
2002-07-19,64.449997,64.449997,61.48,61.639999,7186200,23.019486
2002-07-18,64.949997,66.25,64.099998,64.449997,7282800,24.068881
2002-07-17,64.00,65.099998,62.700001,64.949997,10535000,24.255606
2002-07-16,62.00,62.900002,60.599998,61.900002,6003000,23.116584
2002-07-15,63.099998,63.200001,59.900002,62.349998,6624800,23.284635
2002-07-12,64.190002,64.800003,62.23,63.310001,5014200,23.643149
2002-07-11,64.00,65.199997,62.639999,64.190002,6860400,23.971786
2002-07-10,67.400002,67.669998,63.50,64.199997,4853600,23.975518
2002-07-09,67.949997,68.699997,66.860001,66.900002,3662800,24.983836
2002-07-08,69.25,69.739998,67.75,68.099998,3998600,25.431976
2002-07-05,67.400002,69.25,67.150002,69.25,3379800,25.861444
2002-07-03,65.400002,65.82,63.650002,64.830002,3439000,24.210794
2002-07-02,66.32,66.32,64.75,65.099998,4746400,24.311624
2002-07-01,67.75,67.790001,66.00,66.32,3912400,24.767234
2002-06-28,66.50,68.510002,66.50,67.900002,4671000,25.357287
2002-06-27,65.25,66.900002,64.82,66.900002,5664400,24.983836
2002-06-26,65.300003,65.699997,63.900002,64.849998,5747400,24.218262
2002-06-25,66.50,67.480003,65.949997,66.050003,5793000,24.666404
2002-06-24,64.599998,67.099998,64.00,66.50,7386400,24.834455
2002-06-21,67.949997,68.300003,65.699997,65.75,8891400,24.554368
2002-06-20,69.949997,70.650002,68.800003,68.800003,4217200,25.693393
2002-06-19,69.599998,71.00,69.290001,69.910004,5115400,26.107923
