0,5.4942855960689485
0.5,-5.826161522883922
1,21.310155756305903
1.5,10.9889888423495
2,20.329424620606005
2.5,6.287548758555204
3,23.703241194132715
3.5,13.763472294900566
4,-15.427161349449307
4.5,11.553187710698694
5,-9.86730860779062
5.5,30.07606919342652
6,-14.436363760381937
6.5,18.569603346753865
7,-13.770392520353198
7.5,-8.911584324669093
8,-16.814306863117963
8.5,28.521874620579183
9,27.466647143941373
9.5,-7.7707588179036975
10,-6.804183355998248
10.5,2.4126411085017025
11,13.036804205272347
11.5,5.3786537502892315
12,17.912395985797048
12.5,36.37516008457169
13,6.701705045532435
13.5,34.07547147851437
14,10.514417056459934
14.5,1.7959161759354174
15,34.365590112283826
15.5,-6.444051794707775
16,-4.821995555888861
16.5,19.093008964322507
17,35.35204997332767
17.5,32.06440055044368
18,39.36089472332969
18.5,39.22620043763891
19,-3.227730439044535
19.5,31.89568720338866
20,36.21834087418392
20.5,12.792870720848441
21,-3.734607187565416
21.5,24.519882540684193
22,42.52235929295421
22.5,22.428005575202405
23,3.723294639028609
23.5,37.601670938543975
24,48.995161523111165
24.5,13.966796652413905
25,37.4466442852281
25.5,16.574061626568437
26,18.461900936905295
26.5,34.87878508027643
27,22.98127199569717
27.5,46.13715798826888
28,35.414196827448905
28.5,30.597675995901227
29,27.607403237838298
29.5,43.867569237947464
30,46.93323461804539
30.5,12.518420845270157
31,7.125939388293773
31.5,48.2341236025095
32,13.234167190268636
32.5,17.610224469099194
33,37.799393366556615
33.5,35.25263143610209
34,14.267105693928897
34.5,23.136073551606387
35,18.83265456650406
35.5,15.129174224101007
36,19.85912503581494
36.5,31.34793432056904
37,21.530898416414857
37.5,55.39391384227201
38,30.360502399969846
38.5,24.735912586562335
39,50.41816230956465
39.5,36.86911018844694
40,31.270518396049738
40.5,27.809812661260366
41,56.52727229427546
41.5,64.13866094872355
42,40.197408695705235
42.5,25.654639170970768
43,46.35500310175121
43.5,54.98858487140387
44,61.61171418474987
44.5,68.38761411421001
45,62.01354194665328
45.5,24.496872110292315
46,35.430412743240595
46.5,49.76931164599955
47,69.56573253544047
47.5,35.52423703018576
48,61.319978467188776
48.5,25.81092507019639
49,37.09995977208018
49.5,62.19369049696252
50,33.82066520862281
50.5,66.65492611890659
51,43.70044387085363
51.5,72.34386852802709
52,40.28022672096267
52.5,73.5382471093908
53,47.79284514673054
53.5,44.0865331646055
54,51.64955441933125
54.5,52.17320198006928
55,31.04629728011787
55.5,45.93744251830503
56,66.11158275650814
56.5,41.3425286822021
57,41.4586726045236
57.5,65.84031541598961
58,50.23345147911459
58.5,58.64548221370205
59,52.34289086982608
59.5,58.32144845323637
60,37.337967650964856
60.5,39.82021419983357
61,71.97387988120317
61.5,37.33552279975265
62,59.49648085562512
62.5,41.19963845005259
63,46.0554811982438
63.5,73.23733172286302
64,42.71400199364871
64.5,62.28338941978291
65,66.67214267421514
65.5,85.72218871861696
66,45.772382124792784
66.5,46.46005604509264
67,69.75875781662762
67.5,71.07520123943686
68,60.307477339636534
68.5,51.647384924814105
69,83.17666130000725
69.5,93.22998074861243
70,52.37362547079101
70.5,94.94202069891617
71,78.78360686963424
71.5,46.75681850966066
72,77.96828411798924
72.5,95.42511431733146
73,90.74814468808472
73.5,49.06575051276013
74,53.80779246427119
74.5,74.94164846185595
75,52.174100757110864
75.5,97.769041929394
76,55.83941382262856
76.5,67.53365020127967
77,81.43371379515156
77.5,91.85475304024294
78,76.44342353753746
78.5,88.74247384630144
79,82.04244202561677
79.5,58.563543607480824
80,76.09733392717317
80.5,81.95408426178619
81,66.59993739472702
81.5,73.08425338100642
82,69.70485484274104
82.5,73.61634023720399
83,88.97960940795019
83.5,67.12533597974107
84,76.82364790560678
84.5,61.077778276987374
85,61.89496228704229
85.5,66.58150378102437
86,108.98992216819897
86.5,66.6439122762531
87,66.795807832852
87.5,69.10805471707135
88,103.28904915321618
88.5,67.76053063711151
89,87.46240727929398
89.5,83.98281964287162
90,89.52133767073974
90.5,82.21889597782865
91,103.55511901108548
91.5,86.51699132379144
92,74.4573170975782
92.5,72.18058080878109
93,98.11922731529921
93.5,107.43862221157178
94,81.96571758575737
94.5,96.24962468445301
95,115.61263039940968
95.5,118.26236725738272
96,87.7921882472001
96.5,86.00631797779351
97,115.61406242242083
97.5,76.70234954217449
98,101.93612245097756
98.5,90.82007784303278
99,102.33867438603193
99.5,74.63818840961903
